ts_code,symbol,name,enname,aliases
TMX.VN,TMX.VN,Công ty Cổ phần VICEM Thương mại Xi măng,Thương mại Xi măng,
TN1.VN,TN1.VN,Công ty Cổ phần Rox Key Holdings,Rox Key Holdings,
TNA.VN,TNA.VN,Công ty Cổ phần Thương mại Xuất nhập khẩu Thiên Nam,XNK Thiên Nam,
TNB.VN,TNB.VN,Công ty Cổ phần Thép Nhà Bè - VNSTEEL,Thép Nhà Bè,
TNC.VN,TNC.VN,Công ty Cổ phần Cao su Thống Nhất,Cao su Thống Nhất,
TNG.VN,TNG.VN,Công ty Cổ phần Đầu tư và Thương mại TNG,Đầu tư và Thương mại TNG,
TNH.VN,TNH.VN,Công ty Cổ phần Tập đoàn Bệnh viện TNH,Tập đoàn Bệnh viện TNH,
TNI.VN,TNI.VN,Công ty Cổ phần Tập đoàn Thành Nam,Tập đoàn Thành Nam,
TNP.VN,TNP.VN,Công ty Cổ phần Cảng Thị Nại,Cảng Thị Nại,
TNS.VN,TNS.VN,Công ty Cổ phần Thép tấm lá Thống Nhất,Thép tấm lá Thống Nhất,
TNT.VN,TNT.VN,Công ty Cổ phần Tập đoàn TNT,Tập đoàn TNT,
TNW.VN,TNW.VN,Công ty Cổ phần Nước sạch Thái Nguyên,Nước sạch Thái Nguyên,
TOP.VN,TOP.VN,Công ty Cổ phần Phân phối Top One,Phân phối Top One,
TOS.VN,TOS.VN,Công ty Cổ phần Dịch vụ biển Tân Cảng,Dịch vụ biển Tân Cảng,
TOT.VN,TOT.VN,Công ty Cổ phần Transimex Logistics,Vận tải Transimex,
TOW.VN,TOW.VN,Công ty Cổ phần Cấp nước Trà Nóc - Ô Môn,Cấp nước Trà Nóc - Ô Môn,
TPB.VN,TPB.VN,Ngân hàng Thương mại Cổ phần Tiên Phong,TPBank,TPBank
TPC.VN,TPC.VN,Công ty Cổ phần Nhựa Tân Đại Hưng,Nhựa Tân Đại Hưng,
TPP.VN,TPP.VN,Công ty Cổ phần Tân Phú Việt Nam,Nhựa Tân Phú VN,
TPS.VN,TPS.VN,Công ty Cổ phần Bến bãi vận tải Sài Gòn,Bến bãi vận tải Sài Gòn,
TQW.VN,TQW.VN,Công ty Cổ phần Cấp thoát nước Tuyên Quang,Cấp thoát nước Tuyên Quang,
TR1.VN,TR1.VN,Công ty Cổ phần Vận Tải 1 Traco,Vận Tải 1 Traco,
TRA.VN,TRA.VN,Công ty Cổ phần Traphaco,Traphaco,
TRC.VN,TRC.VN,Công ty Cổ phần Cao su Tây Ninh,Cao su Tây Ninh,
TRS.VN,TRS.VN,Công ty Cổ phần Vận tải và Dịch vụ Hàng Hải,Vận tải và Dịch vụ Hàng Hải,
TRT.VN,TRT.VN,Công ty Cổ phần RedstarCera,CTCP RedstarCera,
TRV.VN,TRV.VN,Công ty Cổ Phần Vận tải Đường sắt,Vận tải Đường sắt,
TS3.VN,TS3.VN,Công ty Cổ phần Trường Sơn 532,Trường Sơn 532,
TSA.VN,TSA.VN,Công ty Cổ Phần Đầu Tư Và Xây Lắp Trường Sơn,Đầu Tư Và Xây Lắp Trường Sơn,
TSB.VN,TSB.VN,Công ty Cổ phần Ắc quy Tia Sáng,Ắc quy Tia Sáng,
TSC.VN,TSC.VN,Công ty Cổ phần Vật tư Kỹ thuật Nông nghiệp Cần Thơ,Kỹ thuật NN Cần Thơ,
TSD.VN,TSD.VN,Công ty Cổ phần Du lịch Trường Sơn Coecco,Du lịch Trường Sơn Coecco,
TSG.VN,TSG.VN,Công ty Cổ phần Thông tin Tín hiệu Đường sắt Sài Gòn,TTTH Đường sắt Sài Gòn,
TSJ.VN,TSJ.VN,Công ty Cổ phần Du lịch Dịch vụ Hà Nội,Hanoi Toserco,
TST.VN,TST.VN,Công ty Cổ phần Dịch vụ Kỹ thuật Viễn thông,Dịch vụ KT Viễn Thông,
TT6.VN,TT6.VN,Công ty Cổ Phần Tập Đoàn Tiến Thịnh,Tien Thinh Group,
TTA.VN,TTA.VN,Công ty Cổ phần Đầu tư Xây dựng và Phát triển Trường Thành,XD và PT Trường Thành,
TTB.VN,TTB.VN,Công ty Cổ phần TTBGROUP,Tập đoàn Tiến Bộ,
TTC.VN,TTC.VN,Công ty Cổ phần Gạch men Thanh Thanh,Gạch men Thanh Thanh,
TTD.VN,TTD.VN,Công ty Cổ phần Bệnh viện Tim Tâm Đức,Bệnh viện Tim Tâm Đức,
TTE.VN,TTE.VN,Công ty Cổ phần Đầu tư Năng lượng Trường Thịnh,ĐT Năng lượng Trường Thịnh,
TTF.VN,TTF.VN,Công ty Cổ phần Tập đoàn Kỹ nghệ Gỗ Trường Thành,Gỗ Trường Thành,
TTG.VN,TTG.VN,Công ty Cổ phần May Thanh Trì,May Thanh Trì,
TTH.VN,TTH.VN,Công ty Cổ phần Thương mại và Dịch vụ Tiến Thành,TM và DV Tiến Thành,
TTL.VN,TTL.VN,Tổng Công ty Thăng Long - Công ty Cổ phần,TCT Thăng Long,
TTN.VN,TTN.VN,Công ty Cổ phần Công nghệ & Truyền thông Việt Nam,Công nghệ và Truyền thông VN,
TTS.VN,TTS.VN,Công ty Cổ phần Cán thép Thái Trung,Cán thép Thái Trung,
TTT.VN,TTT.VN,Công ty Cổ phần Du Lịch - Thương Mại Tây Ninh,Du lịch - Thương Mại Tây Ninh,
TTZ.VN,TTZ.VN,Công ty Cổ phần Đầu tư Xây dựng và Công nghệ Tiến Trung,Xây dựng Tiến Trung,
TUG.VN,TUG.VN,Công ty Cổ phần Lai dắt và Vận tải Cảng Hải Phòng,Lai dắt và VT cảng Hải Phòng,
TV1.VN,TV1.VN,Công ty Cổ phần Tư vấn Xây dựng Điện 1,Tư vấn XD Điện 1,
TV2.VN,TV2.VN,Công ty Cổ phần Tư vấn Xây dựng Điện 2,Tư vấn XD Điện 2,
TV3.VN,TV3.VN,Công ty Cổ phần Tư vấn Xây dựng Điện 3,Tư vấn XD điện 3,
TV4.VN,TV4.VN,Công ty Cổ phần Tư vấn Xây dựng Điện 4,Tư vấn XD Điện 4,
TV6.VN,TV6.VN,Công ty Cổ phần Tập đoàn EMA LAND,Tập đoàn EMA LAND,
TVA.VN,TVA.VN,Công ty cổ phần Sứ Viglacera Thanh Trì,Sứ Viglacera Thanh Trì,
TVB.VN,TVB.VN,Công ty Cổ phần Chứng khoán T-Cap,Chứng khoán T-Cap,
TVC.VN,TVC.VN,Công ty Cổ phần Tập đoàn Quản lý tài sản T-Corp,Tập đoàn Quản lý tài sản T-Corp,
TVD.VN,TVD.VN,Công ty Cổ phần Than Vàng Danh - Vinacomin,Than Vàng Danh,
TVG.VN,TVG.VN,Công ty Cổ phần Tư vấn Đầu tư và Xây dựng Giao thông Vận tải,XD Giao thông Vận tải,
TVH.VN,TVH.VN,Công ty Cổ phần Tư vấn Xây dựng công trình Hàng hải,Tư vấn XD công trình Hàng hải,
TVM.VN,TVM.VN,Công ty Cổ phần Tư vấn đầu tư Mỏ và công nghiệp - Vinacomin,Tư vấn đầu tư Mỏ,
TVN.VN,TVN.VN,Tổng Công ty Thép Việt Nam - Công ty Cổ phần,Thép Việt Nam,
TVS.VN,TVS.VN,Công ty Cổ phần Chứng khoán Thiên Việt,Chứng khoán Thiên Việt,
TVT.VN,TVT.VN,Tổng Công ty Việt Thắng - CTCP,May Việt Thắng,
TW3.VN,TW3.VN,Công ty Cổ phần Dược Trung Ương 3,Dược TW3,
TXM.VN,TXM.VN,Công ty Cổ phần VICEM Thạch cao Xi Măng,Thạch cao Xi măng,
TYA.VN,TYA.VN,Công ty Cổ phần Dây và Cáp điện Taya Việt Nam,Dây và Cáp điện Taya,
UCT.VN,UCT.VN,Công ty Cổ phần Đô thị Cần Thơ,Đô thị Cần Thơ,
UDC.VN,UDC.VN,Công ty Cổ phần Đầu tư Xây dựng UDCons,Đầu tư Xây dựng UDCons,
UDJ.VN,UDJ.VN,Công ty Cổ phần Phát triển Đô thị,Becamex UDJ,
UDL.VN,UDL.VN,Công ty Cổ phần Đô thị và Môi trường Đắk Lắk,Đô thị và Môi trường Đắk Lắk,
UEM.VN,UEM.VN,Công ty Cổ phần Cơ điện Uông Bí - Vinacomin,Cơ điện Uông Bí - Vinacomin,
UIC.VN,UIC.VN,Công ty Cổ phần Đầu tư Phát triển Nhà và Đô thị IDICO,Phát triển Nhà và Đô thị IDICO,
UMC.VN,UMC.VN,Công ty Cổ phần Công trình đô thị Nam Định,Công trình đô thị Nam Định,
UNI.VN,UNI.VN,Công ty Cổ phần Đầu tư và Phát triển Sao Mai Việt,Đầu tư và Phát triển Sao Mai Việt,
UPC.VN,UPC.VN,Công ty Cổ phần Phát triển Công viên Cây xanh và Đô thị Vũng Tàu,Cây xanh Vũng Tàu,
UPH.VN,UPH.VN,Công ty Cổ phần Dược phẩm TW25,Dược phẩm TW25,
UPS.VN,UPS.VN,Công ty Cổ phần Chứng khoán UP,Chứng khoán UP,
USC.VN,USC.VN,Công ty Cổ phần Khảo sát và Xây dựng - USCO,Khảo sát và Xây dựng - USCO,
USD.VN,USD.VN,Công ty Cổ phần Công trình Đô thị Sóc Trăng,Công trình Đô thị Sóc Trăng,
UTT.VN,UTT.VN,Công ty Cổ phần Môi trường Đô thị Thanh Trì,Môi trường Đô thị Thanh Trì,
UXC.VN,UXC.VN,Công ty Cổ phần Chế biến Thủy sản Út Xi,Chế biến Thủy sản Út Xi,
V12.VN,V12.VN,Công ty Cổ phần Xây dựng số 12,VINACONEX 12,
V21.VN,V21.VN,Công ty Cổ phần Vinaconex 21,Vinaconex 21,
VAB.VN,VAB.VN,Ngân hàng Thương mại Cổ phần Việt Á,Ngân hàng Việt Á,
VAF.VN,VAF.VN,Công ty Cổ phần Phân lân nung chảy Văn Điển,Phân lân Văn Điển,
VAV.VN,VAV.VN,Công ty Cổ phần VIWACO,VIWACO,
VBB.VN,VBB.VN,Ngân hàng Thương mại Cổ phần Việt Nam Thương Tín,VietBank,
VBC.VN,VBC.VN,"Công ty Cổ phần Nhựa, Bao bì Vinh",Nhựa - Bao bì Vinh,
VBG.VN,VBG.VN,Công ty Cổ phần Địa chất Việt Bắc - TKV,Địa chất Việt Bắc - TKV,
VBH.VN,VBH.VN,Công ty Cổ phần Điện tử Bình Hòa,Điện tử Bình Hòa,
VBT.VN,VBT.VN,Cổ phiếu Công ty cổ phần Vận tải Bảo Thắng,Cổ phiếu Công ty cổ phần Vận tải Bảo Thắng,
VC1.VN,VC1.VN,Công ty Cổ phần Xây dựng số 1,Xây dựng số 1,
VC2.VN,VC2.VN,Công ty Cổ phần Đầu tư và Xây dựng VINA2,Đầu tư và Xây dựng VINA2,
VC3.VN,VC3.VN,Công ty Cổ phần Tập đoàn Nam Mê Kông,Tập đoàn Nam Mê Kông,
VC6.VN,VC6.VN,Công ty cổ phần Xây dựng và Đầu tư Visicons,Visicons,
VC7.VN,VC7.VN,Công ty Cổ phần Tập đoàn BGI,BGI Group,
VC9.VN,VC9.VN,Công ty Cổ phần Xây dựng số 9 - VC9,Xây dựng số 9,
VCA.VN,VCA.VN,Công ty Cổ phần Thép VICASA,Thép VICASA,
VCB.VN,VCB.VN,Ngân hàng Thương mại Cổ phần Ngoại thương Việt Nam,Vietcombank,Vietcombank
VCC.VN,VCC.VN,Công ty Cổ phần Vinaconex 25,Vinaconex 25,
VCE.VN,VCE.VN,Công ty Cổ phần Xây lắp Môi trường,Xây lắp Môi trường,
VCF.VN,VCF.VN,Công ty Cổ phần VinaCafé Biên Hòa,VinaCafé Biên Hòa,
VCG.VN,VCG.VN,Tổng Công ty Cổ phần Xuất nhập khẩu và Xây dựng Việt Nam,VINACONEX,
VCI.VN,VCI.VN,Công ty Cổ phần Chứng khoán Vietcap,Chứng khoán Vietcap,
VCK.VN,VCK.VN,Công ty Cổ phần Chứng Khoán VPS,Chứng Khoán VPS,
VCM.VN,VCM.VN,Công ty Cổ phần BV Life,BV Life,
VCP.VN,VCP.VN,Công ty Cổ phần Xây dựng và Năng lượng VCP,Xây dựng và Năng lượng VCP,
VCR.VN,VCR.VN,Công ty Cổ phần Đầu tư và Phát triển Du lịch Vinaconex,Vinaconex - ITC,
VCS.VN,VCS.VN,Công ty Cổ phần VICOSTONE,VICOSTONE,
VCT.VN,VCT.VN,Công ty Cổ phần Tư vấn Xây dựng Vinaconex,Tư vấn XD Vinaconex,
VCX.VN,VCX.VN,Công ty Cổ phần Xi măng Yên Bình,Xi măng Yên Bình,
VDB.VN,VDB.VN,Công ty Cổ phần Vận tải và Chế biến Than Đông Bắc,Vận tải và CB Than Đông Bắc,
VDG.VN,VDG.VN,Công ty Cổ phần Vạn Đạt Group,Vạn Đạt Group,
VDL.VN,VDL.VN,Công ty Cổ phần Thực phẩm Lâm Đồng,Thực phẩm Lâm Đồng,
VDN.VN,VDN.VN,Công ty Cổ phần Vinatex Đà Nẵng,Vinatex Đà Nẵng,
VDP.VN,VDP.VN,Công ty Cổ phần Dược phẩm Trung ương VIDIPHA,Dược phẩm VIDIPHA,
VDS.VN,VDS.VN,Công ty Cổ phần Chứng khoán Rồng Việt,Chứng khoán Rồng Việt,
VDT.VN,VDT.VN,Công ty Cổ phần Lưới thép Bình Tây,Lưới thép Bình Tây,
VE1.VN,VE1.VN,Công ty Cổ phần Xây dựng điện VNECO 1,VNECO 1,
VE2.VN,VE2.VN,Công ty Cổ phần Xây dựng Điện VNECO 2,Xây dựng Điện VNECO 2,
VE3.VN,VE3.VN,Công ty Cổ phần Xây dựng điện VNECO 3,Xây dựng điện VNECO 3,
VE4.VN,VE4.VN,Công ty Cổ phần Xây dựng điện VNECO4,Xây dựng điện VNECO4,
VE8.VN,VE8.VN,Công ty Cổ phần Xây dựng Điện Vneco 8,Xây dựng Điện Vneco 8,
VE9.VN,VE9.VN,Công ty Cổ phần Đầu tư và Xây dựng VNECO 9,VNECO 9,
VEA.VN,VEA.VN,Tổng Công ty Máy động lực và Máy nông nghiệp Việt Nam - CTCP,Máy động lực và Máy NN,
VEC.VN,VEC.VN,Tổng Công ty Cổ phần Điện tử và Tin học Việt Nam,Điện tử và Tin học VN,
VEF.VN,VEF.VN,Công ty Cổ phần Trung tâm Hội chợ Triển lãm Việt Nam,Hội chợ Triển lãm Việt Nam,
VES.VN,VES.VN,Công ty Cổ phần Đầu tư và Xây dựng Điện MÊ CA VNECO,MÊ CA VNECO,
VET.VN,VET.VN,Công ty Cổ phần Thuốc Thú y Trung ương NAVETCO,Thuốc thú y trung ương Navetco,
VFC.VN,VFC.VN,Công ty Cổ phần VINAFCO,Vận tải biển VINAFCO,
VFG.VN,VFG.VN,Công ty Cổ phần Khử trùng Việt Nam,Khử trùng Việt Nam,
VFR.VN,VFR.VN,Công ty Cổ phần Vận tải và Thuê tàu,Vận tải Vietfracht,
VFS.VN,VFS.VN,Công ty Cổ phần Chứng khoán Nhất Việt,Chứng khoán Nhất Việt,
VGC.VN,VGC.VN,Tổng Công ty Viglacera - Công ty Cổ phần,Tổng Công ty Viglacera,
VGG.VN,VGG.VN,Tổng Công Ty Cổ phần May Việt Tiến,May Việt Tiến,
VGI.VN,VGI.VN,Tổng Công ty Cổ phần Đầu tư Quốc tế Viettel,Đầu tư Quốc tế Viettel,
VGL.VN,VGL.VN,Công ty Cổ phần Mạ kẽm công nghiệp Vingal-Vnsteel,Mạ kẽm công nghiệp Vingal-Vnsteel,
VGP.VN,VGP.VN,Công ty Cổ phần Cảng Rau Quả,Cảng Rau Quả,
VGR.VN,VGR.VN,Công ty Cổ phần Cảng xanh VIP,Cảng xanh VIP,
VGS.VN,VGS.VN,Công ty Cổ phần Ống thép Việt - Đức VG PIPE,Ống thép Việt Đức,
VGT.VN,VGT.VN,Tập đoàn Dệt May Việt Nam,VINATEX,
VGV.VN,VGV.VN,Tổng Công ty Tư vấn Xây dựng Việt Nam - CTCP,Tư vấn Xây dựng Việt Nam,
VHC.VN,VHC.VN,Công ty Cổ phần Vĩnh Hoàn,Thủy sản Vĩnh Hoàn,
VHD.VN,VHD.VN,Công ty Cổ phần Đầu tư phát triển nhà và đô thị VINAHUD,PT Nhà và Đô thị Vinaconex,
VHE.VN,VHE.VN,Công ty Cổ phần Dược liệu và Thực phẩm Việt Nam,Dược liệu và Thực phẩm VN,
VHF.VN,VHF.VN,Công ty Cổ phần Xây dựng và Chế biến lương thực Vĩnh Hà,Chế biến lương thực Vĩnh Hà,
VHG.VN,VHG.VN,Công ty Cổ phần Đầu tư và Phát triển Việt Trung Nam,Đầu tư và Phát triển Việt Trung Nam,
VHH.VN,VHH.VN,Công ty Cổ phần Đầu tư Kinh doanh nhà Thành Đạt,Kinh doanh nhà Thành Đạt,
VHL.VN,VHL.VN,Công ty Cổ phần Viglacera Hạ Long,Viglacera Hạ Long,
VHM.VN,VHM.VN,Công ty Cổ phần Vinhomes,Vinhomes,Vinhomes
VIB.VN,VIB.VN,Ngân hàng Thương mại Cổ phần Quốc tế Việt Nam,VIBBank,
VIC.VN,VIC.VN,Tập đoàn Vingroup - Công ty CP,VinGroup,Vingroup
VID.VN,VID.VN,Công ty Cổ phần Đầu tư Phát triển Thương mại Viễn Đông,Viễn Đông,
VIE.VN,VIE.VN,Công ty Cổ phần Công nghệ Viễn thông VI TE CO,CN Viễn thông VI TE CO,
VIF.VN,VIF.VN,Tổng Công ty Lâm nghiệp Việt Nam - Công ty Cổ phần,Lâm nghiệp Việt Nam,
VIG.VN,VIG.VN,Công ty Cổ phần Chứng khoán Đầu tư Tài chính Việt Nam,Chứng khoán Đầu tư Tài chính Việt Nam,
VIM.VN,VIM.VN,Công ty Cổ phần Khoáng sản Viglacera,Khoáng sản Viglacera,
VIN.VN,VIN.VN,Công ty Cổ phần Giao nhận Kho vận Ngoại thương Việt Nam,Kho vận ngoại thương VN,
VIP.VN,VIP.VN,Công ty Cổ phần Vận tải Xăng dầu VIPCO,Vận tải Xăng dầu VIPCO,
VIR.VN,VIR.VN,Công ty Cổ phần Du lịch Quốc tế Vũng Tàu,Du lịch Vũng Tàu,
VIT.VN,VIT.VN,Công ty Cổ phần Viglacera Tiên Sơn,Viglacera Tiên Sơn,
VIW.VN,VIW.VN,Tổng công ty Đầu tư Nước và Môi trường Việt Nam - Công ty Cổ phần,Đầu tư nước và môi trường VN - Viwaseen,
VIX.VN,VIX.VN,Công ty Cổ phần Chứng khoán VIX,Chứng khoán VIX,
VJC.VN,VJC.VN,Công ty Cổ phần Hàng không Vietjet,Vietjet Air,Vietjet
VKC.VN,VKC.VN,Công ty Cổ phần VKC Holdings,VKC Holdings,
VLA.VN,VLA.VN,Công ty Cổ phần Đầu tư và Phát triển Công nghệ Văn Lang,PT Công nghệ Văn Lang,
VLB.VN,VLB.VN,Công ty Cổ phần Xây dựng và Sản xuất Vật liệu Xây dựng Biên Hòa,VLXD Biên Hòa,
VLC.VN,VLC.VN,Tổng Công ty Chăn nuôi Việt Nam - Công ty Cổ phần,Chăn nuôi Việt Nam,
VLG.VN,VLG.VN,Công ty Cổ phần VIMC Logistics,VIMC Logistics,
VLP.VN,VLP.VN,Công ty Cổ phần Công trình Công cộng Vĩnh Long,Công trình Công cộng Vĩnh Long,
VLS.VN,VLS.VN,Công ty Cổ phần Sản xuất Thép Việt Long,Sản xuất Thép Việt Long,
VLW.VN,VLW.VN,Công ty Cổ phần Cấp nước Vĩnh Long,Cấp nước Vĩnh Long,
VMA.VN,VMA.VN,Công ty Cổ phần Công nghiệp Ô tô - Vinacomin,CN Ô tô - Vinacomin,
VMC.VN,VMC.VN,Công ty Cổ phần VIMECO,VIMECO,
VMD.VN,VMD.VN,Công ty Cổ phần Y Dược phẩm Vimedimex,Y Dược phẩm Vimedimex,
VMG.VN,VMG.VN,Công ty Cổ phần Thương mại và Dịch vụ Dầu khí Vũng Tàu,Vimexco Gas,
VMK.VN,VMK.VN,Công ty Cổ phần Vimarko,Vimarko,
VMS.VN,VMS.VN,Công ty Cổ phần Phát triển Hàng Hải,Phát triển Hàng Hải,
VMT.VN,VMT.VN,Công ty Cổ phần Giao nhận Vận tải Miền Trung,Giao nhận Vận tải Miền Trung,
VNA.VN,VNA.VN,Công ty Cổ phần Vận tải biển Vinaship,Vận tải biển Vinaship,
VNB.VN,VNB.VN,Công ty Cổ phần Sách Việt Nam,Sách Việt Nam,
VNC.VN,VNC.VN,Công ty Cổ phần Tập đoàn Vinacontrol,VINACONTROL,
VND.VN,VND.VN,Công ty Cổ phần Chứng khoán VNDIRECT,Chứng khoán VNDIRECT,VNDirect
VNE.VN,VNE.VN,Tổng Công ty Cổ phần Xây dựng điện Việt Nam,Xây dựng điện Việt Nam,
VNF.VN,VNF.VN,Công ty Cổ phần Vinafreight,VINAFREIGHT,
VNG.VN,VNG.VN,Công ty Cổ phần Du Lịch Thành Thành Công,DL Thành Thành Công,
VNH.VN,VNH.VN,Công ty Cổ phần Đầu tư Việt Việt Nhật,Đầu tư Việt Việt Nhật,
VNI.VN,VNI.VN,Công ty Cổ phần Đầu tư Bất động sản Việt Nam,ĐT BĐS Việt Nam,
VNL.VN,VNL.VN,Công ty Cổ phần Logistics Vinalink,Vinalink Logistics,
VNM.VN,VNM.VN,Công ty Cổ phần Sữa Việt Nam,VINAMILK,Vinamilk
VNP.VN,VNP.VN,Công ty Cổ phần Nhựa Việt Nam,Nhựa Việt Nam,
VNR.VN,VNR.VN,Tổng Công ty Cổ phần Tái bảo hiểm Quốc gia Việt Nam,Tái bảo hiểm Quốc gia,
VNS.VN,VNS.VN,Công ty Cổ phần Ánh Dương Việt Nam,Ánh Dương Việt Nam,
VNT.VN,VNT.VN,Công ty Cổ phần Giao nhận Vận tải Ngoại Thương,Vận tải ngoại thương,
VNX.VN,VNX.VN,Công ty Cổ phần Quảng cáo và Hội chợ Thương mại Vinexad,QC và Hội chợ Thương mại,
VNY.VN,VNY.VN,Công ty Cổ phần Thuốc thú y Trung ương I,Thuốc thú y Trung ương I,
VNZ.VN,VNZ.VN,Công ty Cổ phần Tập đoàn VNG,Tập đoàn VNG,
VOS.VN,VOS.VN,Công ty Cổ phần Vận tải Biển Việt Nam,Vận tải Biển Việt Nam,
VPA.VN,VPA.VN,Công ty Cổ phần Vận tải Hóa dầu VP,Vận tải Hóa dầu VP,
VPB.VN,VPB.VN,Ngân hàng Thương mại Cổ phần Việt Nam Thịnh Vượng,VPBank,VPBank
VPC.VN,VPC.VN,Công ty Cổ phần Đầu tư và Phát triển Năng lượng Việt Nam,V- Power,
VPD.VN,VPD.VN,Công ty Cổ phần Phát triển Điện lực Việt Nam,Phát triển Điện lực Việt Nam,
VPG.VN,VPG.VN,Công ty Cổ phần Đầu tư Thương mại Xuất nhập khẩu Việt Phát,Đầu tư TMại XNK Việt Phát,
VPH.VN,VPH.VN,Công ty Cổ phần Vạn Phát Hưng,Vạn Phát Hưng,
VPI.VN,VPI.VN,Công ty Cổ phần Phát triển Bất động sản Văn Phú,Đầu tư Văn Phú - Invest,
VPL.VN,VPL.VN,Công ty Cổ phần Vinpearl,Vinpearl,
VPR.VN,VPR.VN,Công ty Cổ phần VINAPRINT,VINAPRINT,
VPS.VN,VPS.VN,Công ty Cổ phần Thuốc sát trùng Việt Nam,Thuốc sát trùng Việt Nam,
VPW.VN,VPW.VN,Công ty Cổ phần Cấp thoát nước số 1 Vĩnh Phúc,Cấp thoát nước số 1 Vĩnh Phúc,
VPX.VN,VPX.VN,Công ty Cổ phần Chứng khoán VPBank,Chứng khoán VPBank,
VQC.VN,VQC.VN,Công ty Cổ phần Giám định Vinaconmin,Giám định Vinaconmin,
VRC.VN,VRC.VN,Công ty Cổ phần Bất động sản và Đầu tư VRC,Bất động sản và Đầu tư VRC,
VRE.VN,VRE.VN,Công ty Cổ phần Vincom Retail,Vincom Retail,Vincom Retail
VRG.VN,VRG.VN,Công ty Cổ phần Phát triển Đô thị và Khu Công nghiệp Cao Su Việt Nam,PT Đô thị và KCN Cao su VN,
VSA.VN,VSA.VN,Công ty Cổ phần Đại lý Hàng hải Việt Nam,Đại lý Hàng hải VN,
VSC.VN,VSC.VN,Công ty Cổ phần Container Việt Nam,VICONSHIP,
VSE.VN,VSE.VN,Công ty Cổ phần Dịch vụ Đường cao tốc Việt Nam,DV Đường cao tốc Việt Nam,
VSF.VN,VSF.VN,Tổng Công ty Lương thực Miền Nam - Công ty Cổ phần,Vinafood 2,
VSG.VN,VSG.VN,Công ty Cổ phần Container Phía Nam,Container Phía Nam,
VSH.VN,VSH.VN,Công ty Cổ phần Thủy điện Vĩnh Sơn - Sông Hinh,Thủy điện Vĩnh Sơn - Sông Hinh,
VSI.VN,VSI.VN,Công ty Cổ phần Đầu tư và Xây dựng Cấp thoát nước,Đầu tư và Xây dựng Cấp thoát nước,
VSM.VN,VSM.VN,Công ty Cổ phần Container Miền Trung,Container Miền Trung,
VSN.VN,VSN.VN,Công ty Cổ phần Việt Nam Kỹ Nghệ Súc Sản,VN Kỹ Nghệ Súc Sản (VISSAN),
VST.VN,VST.VN,Công ty Cổ phần Vận tải và Thuê Tàu biển Việt Nam,Vận tải và Thuê Tàu biển Việt Nam,
VTA.VN,VTA.VN,Công ty Cổ phần VITALY,Gạch men VITALY,
VTB.VN,VTB.VN,Công ty Cổ phần Viettronics Tân Bình,Viettronics Tân Bình,
VTC.VN,VTC.VN,Công ty Cổ phần Viễn Thông VTC,Viễn thông VTC,
VTD.VN,VTD.VN,Công ty Cổ phần Vietourist Holdings,Du lịch Vietourist,
VTE.VN,VTE.VN,Công ty Cổ phần VINACAP Kim Long,VINACAP Kim Long,
VTG.VN,VTG.VN,Công ty Cổ phần Du lịch tỉnh Bà Rịa - Vũng Tàu,Du lịch tỉnh BR-VT,
VTH.VN,VTH.VN,Công ty Cổ phần Dây cáp điện Việt Thái,Dây cáp điện Việt Thái,
VTI.VN,VTI.VN,Công ty Cổ phần Sản xuất - Xuất nhập khẩu Dệt may,Sản xuất - XNK Dệt may,
VTJ.VN,VTJ.VN,Công ty Cổ phần Thương mại và Đầu tư VI NA TA BA,TM và Đầu tư VINATABA,
VTK.VN,VTK.VN,Công ty Cổ phần Tư vấn và Dịch vụ Viettel,Tư vấn thiết kế Viettel,
VTM.VN,VTM.VN,Công ty Cổ phần Vận tải và Đưa đón thợ mỏ - Vinacomin,Đưa đón thợ mỏ - Vinacomin,
VTO.VN,VTO.VN,Công ty Cổ phần Vận tải Xăng dầu VITACO,VITACO,
VTP.VN,VTP.VN,Tổng Công ty Cổ phần Bưu chính Viettel,Bưu chính Viettel,
VTQ.VN,VTQ.VN,Công ty Cổ phần Việt Trung Quảng Bình,Việt Trung Quảng Bình,
VTR.VN,VTR.VN,Công ty Cổ phần Du lịch Vietravel,Du lịch Vietravel,
VTS.VN,VTS.VN,Công ty Cổ phần Gạch Ngói Từ Sơn,Gạch Ngói Từ Sơn,
VTV.VN,VTV.VN,Công ty Cổ phần Năng lượng và Môi trường VICEM,Năng lượng và Môi trường VICEM,
VTX.VN,VTX.VN,Công ty Cổ phần Vận tải Đa phương thức VIETRANSTIMEX,Vận tải Đa phương thức,
VTZ.VN,VTZ.VN,Công ty Cổ phần Sản xuất và Thương mại Nhựa Việt Thành,Nhựa Việt Thành,
VUA.VN,VUA.VN,Công ty Cổ phần Chứng khoán Stanley Brothers,Chứng khoán Stanley Brothers,
VVN.VN,VVN.VN,Tổng Công ty Cổ phần Xây dựng Công nghiệp Việt Nam,XD Công nghiệp Việt Nam,
VVS.VN,VVS.VN,Công ty Cổ phần Đầu tư Phát triển Máy Việt Nam,Đầu tư Phát triển Máy Việt Nam,
VW3.VN,VW3.VN,Công ty Cổ phần VIWASEEN3,VIWASEEN.3,
VWS.VN,VWS.VN,Công ty Cổ phần Nước và Môi trường Việt Nam,Nước và Môi trường VN,
